arm,tick,phase,err_ema,C,energy,approach,syncopes
uniform,10000,5,0.05184,-0.06905,0.73925,0.08531,7.40000
uniform,10010,5,0.05206,-0.06905,0.73925,0.08495,7.40000
uniform,10020,5,0.05258,-0.06905,0.73925,0.08463,7.40000
uniform,10030,5,0.05250,-0.06905,0.73925,0.08430,7.40000
uniform,10040,5,0.05271,-0.07164,0.73842,0.08399,7.40000
uniform,10050,5,0.05219,-0.07164,0.73842,0.08371,7.40000
uniform,10060,5,0.05230,-0.07164,0.73842,0.08348,7.40000
uniform,10070,5,0.05272,-0.07164,0.73842,0.08317,7.40000
uniform,10080,5,0.05221,-0.07202,0.73842,0.08276,7.40000
uniform,10090,5,0.05184,-0.07202,0.73842,0.08245,7.40000
uniform,10100,5,0.05209,-0.07202,0.73760,0.08222,7.40000
uniform,10110,5,0.05169,-0.07202,0.73760,0.08205,7.40000
uniform,10120,5,0.05192,-0.07146,0.73760,0.08195,7.40000
uniform,10130,5,0.05187,-0.07146,0.73797,0.08189,7.40000
uniform,10140,5,0.05191,-0.07146,0.73797,0.08187,7.40000
uniform,10150,5,0.05183,-0.07146,0.73797,0.08185,7.40000
uniform,10160,5,0.05200,-0.07338,0.73797,0.08183,7.40000
uniform,10170,5,0.05224,-0.07338,0.73797,0.08182,7.40000
uniform,10180,5,0.05205,-0.07338,0.73797,0.08181,7.40000
uniform,10190,5,0.05207,-0.07338,0.73797,0.08180,7.40000
uniform,10200,5,0.05256,-0.07470,0.73797,0.08179,7.40000
uniform,10210,5,0.05227,-0.07470,0.73797,0.08179,7.40000
uniform,10220,5,0.05232,-0.07470,0.73797,0.08178,7.40000
uniform,10230,5,0.05235,-0.07470,0.73797,0.08175,7.40000
uniform,10240,5,0.05265,-0.07515,0.73714,0.08170,7.40000
uniform,10250,5,0.05328,-0.07515,0.73714,0.08167,7.40000
uniform,10260,5,0.05293,-0.07515,0.73714,0.08165,7.40000
uniform,10270,5,0.05269,-0.07515,0.73714,0.08153,7.40000
uniform,10280,5,0.05265,-0.07791,0.73714,0.08130,7.40000
uniform,10290,5,0.05280,-0.07791,0.73714,0.08115,7.40000
uniform,10300,5,0.05328,-0.07791,0.73632,0.08107,7.40000
uniform,10310,5,0.05316,-0.07791,0.73632,0.08103,7.40000
uniform,10320,5,0.05273,-0.07698,0.73632,0.08104,7.40000
uniform,10330,5,0.05268,-0.07698,0.73673,0.08110,7.40000
uniform,10340,5,0.05257,-0.07698,0.73673,0.08117,7.40000
uniform,10350,5,0.05294,-0.07698,0.73673,0.08123,7.40000
uniform,10360,5,0.05260,-0.07903,0.73673,0.08130,7.40000
uniform,10370,5,0.05303,-0.07903,0.73673,0.08135,7.40000
uniform,10380,5,0.05264,-0.07903,0.73673,0.08141,7.40000
uniform,10390,5,0.05205,-0.07903,0.73673,0.08146,7.40000
uniform,10400,5,0.05179,-0.08202,0.73673,0.08150,7.40000
uniform,10410,5,0.05180,-0.08202,0.73673,0.08155,7.40000
uniform,10420,5,0.05142,-0.08202,0.73673,0.08159,7.40000
uniform,10430,5,0.05104,-0.08202,0.73673,0.08159,7.40000
uniform,10440,5,0.05123,-0.08083,0.73591,0.08158,7.40000
uniform,10450,5,0.05150,-0.08083,0.73591,0.08158,7.40000
uniform,10460,5,0.05191,-0.08083,0.73591,0.08159,7.40000
uniform,10470,5,0.05184,-0.08083,0.73591,0.08150,7.40000
uniform,10480,5,0.05194,-0.08002,0.73591,0.08129,7.40000
uniform,10490,5,0.05198,-0.08002,0.73591,0.08116,7.40000
uniform,10500,5,0.05241,-0.08002,0.73508,0.08108,7.40000
uniform,10510,5,0.05294,-0.08002,0.73508,0.08106,7.40000
uniform,10520,5,0.05273,-0.07963,0.73508,0.08108,7.40000
uniform,10530,5,0.05315,-0.07963,0.73553,0.08114,7.40000
uniform,10540,5,0.05343,-0.07963,0.73553,0.08122,7.40000
uniform,10550,5,0.05345,-0.07963,0.73553,0.08129,7.40000
uniform,10560,5,0.05314,-0.07968,0.73553,0.08135,7.40000
uniform,10570,5,0.05339,-0.07968,0.73553,0.08142,7.40000
uniform,10580,5,0.05390,-0.07968,0.73553,0.08147,7.40000
uniform,10590,5,0.05369,-0.07968,0.73553,0.08153,7.40000
uniform,10600,5,0.05382,-0.07956,0.73553,0.08158,7.40000
uniform,10610,5,0.05339,-0.07956,0.73553,0.08162,7.40000
uniform,10620,5,0.05327,-0.07956,0.73553,0.08166,7.40000
uniform,10630,5,0.05326,-0.07956,0.73553,0.08166,7.40000
uniform,10640,5,0.05329,-0.08063,0.73470,0.08165,7.40000
uniform,10650,5,0.05276,-0.08063,0.73470,0.08164,7.40000
uniform,10660,5,0.05265,-0.08063,0.73470,0.08165,7.40000
uniform,10670,5,0.05240,-0.08063,0.73470,0.08155,7.40000
uniform,10680,5,0.05300,-0.08347,0.73470,0.08134,7.40000
uniform,10690,5,0.05300,-0.08347,0.73470,0.08120,7.40000
uniform,10700,5,0.05285,-0.08347,0.73388,0.08112,7.40000
uniform,10710,5,0.05367,-0.08347,0.73388,0.08109,7.40000
uniform,10720,5,0.05358,-0.08412,0.73388,0.08111,7.40000
uniform,10730,5,0.05337,-0.08412,0.73432,0.08117,7.40000
uniform,10740,5,0.05349,-0.08412,0.73432,0.08124,7.40000
uniform,10750,5,0.05322,-0.08412,0.73432,0.08131,7.40000
uniform,10760,5,0.05285,-0.08197,0.73432,0.08138,7.40000
uniform,10770,5,0.05364,-0.08197,0.73432,0.08143,7.40000
uniform,10780,5,0.05403,-0.08197,0.73432,0.08149,7.40000
uniform,10790,5,0.05369,-0.08197,0.73432,0.08154,7.40000
uniform,10800,5,0.05366,-0.08257,0.73432,0.08159,7.40000
uniform,10810,5,0.05339,-0.08257,0.73432,0.08163,7.40000
uniform,10820,5,0.05290,-0.08257,0.73432,0.08167,7.40000
uniform,10830,5,0.05257,-0.08257,0.73432,0.08167,7.40000
uniform,10840,5,0.05214,-0.08239,0.73349,0.08166,7.40000
uniform,10850,5,0.05189,-0.08239,0.73349,0.08165,7.40000
uniform,10860,5,0.05125,-0.08239,0.73349,0.08165,7.40000
uniform,10870,5,0.05072,-0.08239,0.73349,0.08156,7.40000
uniform,10880,5,0.05094,-0.08127,0.73349,0.08134,7.40000
uniform,10890,5,0.05146,-0.08127,0.73349,0.08120,7.40000
uniform,10900,5,0.05184,-0.08127,0.73267,0.08113,7.40000
uniform,10910,5,0.05170,-0.08127,0.73267,0.08110,7.40000
uniform,10920,5,0.05138,-0.08199,0.73267,0.08112,7.40000
uniform,10930,5,0.05176,-0.08199,0.73311,0.08117,7.40000
uniform,10940,5,0.05169,-0.08199,0.73311,0.08125,7.40000
uniform,10950,5,0.05161,-0.08199,0.73311,0.08131,7.40000
uniform,10960,5,0.05131,-0.08177,0.73311,0.08138,7.40000
uniform,10970,5,0.05126,-0.08177,0.73311,0.08144,7.40000
uniform,10980,5,0.05100,-0.08177,0.73311,0.08149,7.40000
uniform,10990,5,0.05190,-0.08177,0.73311,0.08154,7.40000
uniform,11000,5,0.05187,-0.08275,0.73311,0.08159,7.40000
uniform,11010,5,0.05175,-0.08275,0.73311,0.08164,7.40000
uniform,11020,5,0.05201,-0.08275,0.73311,0.08167,7.40000
uniform,11030,5,0.05204,-0.08275,0.73311,0.08167,7.40000
uniform,11040,5,0.05194,-0.08140,0.73229,0.08166,7.40000
uniform,11050,5,0.05243,-0.08140,0.73229,0.08165,7.40000
uniform,11060,5,0.05274,-0.08140,0.73229,0.08166,7.40000
uniform,11070,5,0.05243,-0.08140,0.73229,0.08156,7.40000
uniform,11080,5,0.05240,-0.07927,0.73229,0.08134,7.40000
uniform,11090,5,0.05235,-0.07927,0.73229,0.08120,7.40000
uniform,11100,5,0.05235,-0.07927,0.73146,0.08113,7.40000
uniform,11110,5,0.05306,-0.07927,0.73146,0.08110,7.40000
uniform,11120,5,0.05313,-0.07953,0.73146,0.08112,7.40000
uniform,11130,5,0.05342,-0.07953,0.73191,0.08117,7.40000
uniform,11140,5,0.05339,-0.07953,0.73191,0.08125,7.40000
uniform,11150,5,0.05357,-0.07953,0.73191,0.08131,7.40000
uniform,11160,5,0.05358,-0.07849,0.73191,0.08138,7.40000
uniform,11170,5,0.05374,-0.07849,0.73191,0.08144,7.40000
uniform,11180,5,0.05367,-0.07849,0.73191,0.08149,7.40000
uniform,11190,5,0.05350,-0.07849,0.73191,0.08154,7.40000
none,0,0,0.10261,-0.30000,0.82776,0.00126,0.00000
none,10,0,0.12968,-0.30000,0.87735,0.01210,0.00000
none,20,0,0.13897,-0.30000,0.84204,0.02264,0.00000
none,30,0,0.13705,-0.30000,0.80873,0.03304,0.00000
none,40,0,0.13348,-0.22492,0.77366,0.04299,0.00000
none,50,0,0.12843,-0.22492,0.74470,0.04871,0.00000
none,60,0,0.12348,-0.22492,0.71694,0.05226,0.00000
none,70,0,0.11906,-0.22492,0.68461,0.05303,0.00000
none,80,0,0.11479,-0.16487,0.64652,0.05229,0.00000
none,90,0,0.11091,-0.16487,0.61618,0.05017,0.00000
none,100,0,0.10757,-0.16487,0.57307,0.04774,0.00000
none,110,0,0.10428,-0.16487,0.72273,0.04554,0.40000
none,120,0,0.10185,-0.13891,0.70225,0.04244,0.40000
none,130,0,0.09932,-0.13891,0.68836,0.03966,0.40000
none,140,0,0.09676,-0.13891,0.67118,0.03665,0.40000
none,150,0,0.09436,-0.13891,0.64866,0.03377,0.40000
none,160,0,0.09232,-0.12023,0.62459,0.03144,0.40000
none,170,0,0.09043,-0.12023,0.61393,0.03035,0.40000
none,180,0,0.08846,-0.12023,0.59354,0.02905,0.40000
none,190,0,0.08675,-0.12023,0.57124,0.02754,0.40000
none,200,0,0.08505,-0.10802,0.56139,0.02742,0.40000
none,210,0,0.08355,-0.10802,0.54195,0.02698,0.40000
none,220,0,0.08103,-0.10802,0.49447,0.02627,0.40000
none,230,0,0.07827,-0.10802,0.46755,0.02592,0.40000
none,240,0,0.07565,-0.08336,0.45621,0.02539,0.40000
none,250,0,0.07312,-0.08336,0.45179,0.02444,0.40000
none,260,0,0.07122,-0.08336,0.46481,0.02484,0.40000
none,270,0,0.06987,-0.08336,0.42924,0.02449,0.40000
none,280,0,0.06915,-0.07179,0.49716,0.02373,0.60000
none,290,0,0.06891,-0.07179,0.66764,0.02212,1.00000
none,300,0,0.06925,-0.07179,0.65949,0.02083,1.00000
none,310,0,0.07081,-0.07179,0.67000,0.02028,1.00000
none,320,0,0.07235,-0.06973,0.66019,0.01903,1.00000
none,330,0,0.07334,-0.06973,0.66915,0.01821,1.00000
none,340,0,0.07394,-0.06973,0.67000,0.02027,1.00000
none,350,0,0.07396,-0.06973,0.67000,0.02018,1.00000
none,360,0,0.07397,-0.06930,0.67000,0.02192,1.00000
none,370,0,0.07344,-0.06930,0.67000,0.02359,1.00000
none,380,0,0.07280,-0.06930,0.66435,0.02434,1.00000
none,390,0,0.07180,-0.06930,0.63568,0.02516,1.00000
none,400,0,0.07050,-0.06101,0.59601,0.02981,1.00000
none,410,0,0.06850,-0.06101,0.55954,0.03274,1.00000
none,420,0,0.06669,-0.06101,0.51892,0.03545,1.00000
none,430,0,0.06591,-0.06101,0.48368,0.03855,1.00000
none,440,0,0.06575,-0.05830,0.45534,0.04009,1.00000
none,450,0,0.06596,-0.05830,0.42717,0.04294,1.00000
none,460,0,0.06657,-0.05830,0.59374,0.04509,1.40000
none,470,0,0.06633,-0.05830,0.58528,0.04728,1.40000
none,480,0,0.06701,-0.06276,0.67000,0.04932,1.60000
none,490,0,0.06724,-0.06276,0.67000,0.05128,1.60000
none,500,0,0.06748,-0.06276,0.67000,0.05309,1.60000
none,510,0,0.06733,-0.06276,0.67000,0.05477,1.60000
none,520,0,0.06705,-0.06775,0.67000,0.05626,1.60000
none,530,0,0.06661,-0.06775,0.67000,0.05766,1.60000
none,540,0,0.06605,-0.06775,0.67000,0.05896,1.60000
none,550,0,0.06554,-0.06775,0.67000,0.06019,1.60000
none,560,0,0.06460,-0.06637,0.65786,0.06131,1.60000
none,570,0,0.06371,-0.06637,0.62831,0.06207,1.60000
none,580,0,0.06280,-0.06637,0.60777,0.06240,1.60000
none,590,0,0.06180,-0.06637,0.58105,0.06259,1.60000
none,600,0,0.06113,-0.06873,0.55542,0.06282,1.60000
none,610,0,0.06110,-0.06873,0.53258,0.06306,1.60000
none,620,0,0.05958,-0.06873,0.59743,0.06332,1.80000
none,630,0,0.05824,-0.06873,0.58839,0.06372,1.80000
none,640,0,0.05742,-0.06987,0.57688,0.06395,1.80000
none,650,0,0.05682,-0.06987,0.56702,0.06418,1.80000
none,660,0,0.05580,-0.06987,0.56848,0.06461,1.80000
none,670,0,0.05432,-0.06987,0.56800,0.06496,1.80000
none,680,0,0.05376,-0.06906,0.56665,0.06511,1.80000
none,690,0,0.05340,-0.06906,0.57517,0.06541,1.80000
none,700,0,0.05297,-0.06906,0.59700,0.06585,1.80000
none,710,0,0.05281,-0.06906,0.62540,0.06661,1.80000
none,720,0,0.05294,-0.07171,0.66042,0.06797,1.80000
none,730,0,0.05236,-0.07171,0.66359,0.06871,1.80000
none,740,0,0.05153,-0.07171,0.66903,0.06961,1.80000
none,750,0,0.05113,-0.07171,0.64609,0.06977,1.80000
none,760,0,0.05012,-0.07056,0.61447,0.06971,1.80000
none,770,0,0.04970,-0.07056,0.59059,0.06962,1.80000
none,780,0,0.04893,-0.07056,0.57983,0.06955,1.80000
none,790,0,0.04792,-0.07056,0.56993,0.06915,1.80000
none,800,0,0.04744,-0.07131,0.65132,0.06911,2.00000
none,810,0,0.04724,-0.07131,0.64752,0.06946,2.00000
none,820,0,0.04644,-0.07131,0.63653,0.06960,2.00000
none,830,0,0.04601,-0.07131,0.62535,0.06969,2.00000
none,840,0,0.04557,-0.07027,0.61751,0.06993,2.00000
none,850,0,0.04494,-0.07027,0.60730,0.06995,2.00000
none,860,0,0.04446,-0.07027,0.59853,0.06949,2.00000
none,870,0,0.04356,-0.07027,0.59146,0.06922,2.00000
none,880,0,0.04293,-0.06964,0.58351,0.06912,2.00000
none,890,0,0.04254,-0.06964,0.57632,0.06924,2.00000
none,900,0,0.04255,-0.06964,0.56397,0.06951,2.00000
none,910,0,0.04234,-0.06964,0.54623,0.06986,2.00000
none,920,0,0.04199,-0.06888,0.62561,0.07013,2.20000
none,930,0,0.04118,-0.06888,0.61291,0.07041,2.20000
none,940,0,0.04069,-0.06888,0.60385,0.07071,2.20000
none,950,0,0.04023,-0.06888,0.59205,0.07105,2.20000
none,960,0,0.03971,-0.06740,0.58403,0.07140,2.20000
none,970,0,0.03927,-0.06740,0.57490,0.07176,2.20000
none,980,0,0.03895,-0.06740,0.56475,0.07214,2.20000
none,990,0,0.03834,-0.06740,0.64789,0.07252,2.40000
none,1000,0,0.03805,-0.06617,0.64789,0.07290,2.40000
none,1010,0,0.03782,-0.06617,0.64789,0.07329,2.40000
none,1020,0,0.03773,-0.06617,0.63910,0.07370,2.40000
none,1030,0,0.03731,-0.06617,0.62510,0.07405,2.40000
none,1040,0,0.03728,-0.06702,0.61550,0.07433,2.40000
none,1050,0,0.03709,-0.06702,0.60597,0.07467,2.40000
none,1060,0,0.03661,-0.06702,0.59563,0.07490,2.40000
none,1070,0,0.03647,-0.06702,0.58472,0.07511,2.40000
none,1080,0,0.03639,-0.06747,0.57664,0.07538,2.40000
none,1090,0,0.03630,-0.06747,0.57062,0.07565,2.40000
none,1100,0,0.03580,-0.06747,0.55553,0.07591,2.40000
none,1110,0,0.03572,-0.06747,0.54190,0.07609,2.40000
none,1120,0,0.03538,-0.06601,0.61516,0.07628,2.60000
none,1130,0,0.03523,-0.06601,0.60329,0.07661,2.60000
none,1140,0,0.03484,-0.06601,0.59503,0.07695,2.60000
none,1150,0,0.03436,-0.06601,0.58619,0.07731,2.60000
none,1160,0,0.03410,-0.06425,0.57703,0.07767,2.60000
none,1170,0,0.03375,-0.06425,0.56960,0.07803,2.60000
none,1180,0,0.03342,-0.06425,0.56036,0.07841,2.60000
none,1190,0,0.03339,-0.06425,0.64701,0.07879,2.80000
none,1200,0,0.03327,-0.06234,0.64701,0.07917,2.80000
none,1210,0,0.03343,-0.06234,0.64701,0.07956,2.80000
none,1220,0,0.03349,-0.06234,0.64204,0.07976,2.80000
none,1230,0,0.03352,-0.06234,0.63351,0.07947,2.80000
none,1240,0,0.03328,-0.06306,0.62378,0.07930,2.80000
none,1250,0,0.03315,-0.06306,0.61348,0.07948,2.80000
none,1260,0,0.03351,-0.06306,0.60842,0.07973,2.80000
none,1270,0,0.03341,-0.06306,0.60842,0.08002,2.80000
none,1280,0,0.03335,-0.06468,0.60842,0.08034,2.80000
none,1290,0,0.03296,-0.06468,0.60482,0.08068,2.80000
none,1300,0,0.03292,-0.06468,0.59760,0.08105,2.80000
none,1310,0,0.03260,-0.06468,0.58698,0.08144,2.80000
none,1320,0,0.03255,-0.06571,0.57113,0.08173,2.80000
none,1330,0,0.03227,-0.06571,0.56163,0.08204,2.80000
none,1340,0,0.03216,-0.06571,0.55142,0.08237,2.80000
none,1350,0,0.03167,-0.06571,0.54239,0.08271,2.80000
none,1360,0,0.03135,-0.06386,0.53447,0.08307,2.80000
none,1370,0,0.03130,-0.06386,0.52601,0.08344,2.80000
none,1380,0,0.03149,-0.06386,0.60754,0.08380,3.00000
none,1390,0,0.03170,-0.06386,0.60754,0.08415,3.00000
none,1400,0,0.03198,-0.06343,0.60754,0.08448,3.00000
none,1410,0,0.03203,-0.06343,0.60754,0.08479,3.00000
none,1420,0,0.03172,-0.06343,0.60754,0.08508,3.00000
none,1430,0,0.03161,-0.06343,0.60754,0.08536,3.00000
none,1440,0,0.03132,-0.06339,0.60754,0.08562,3.00000
none,1450,0,0.03093,-0.06339,0.60754,0.08583,3.00000
none,1460,0,0.03075,-0.06339,0.60707,0.08587,3.00000
none,1470,0,0.03062,-0.06339,0.60707,0.08595,3.00000
none,1480,0,0.03061,-0.06377,0.60628,0.08607,3.00000
none,1490,0,0.03046,-0.06377,0.59640,0.08622,3.00000
none,1500,0,0.03039,-0.06377,0.58402,0.08641,3.00000
none,1510,0,0.03012,-0.06377,0.57607,0.08662,3.00000
none,1520,0,0.03023,-0.06116,0.56605,0.08677,3.00000
none,1530,0,0.03006,-0.06116,0.55387,0.08692,3.00000
none,1540,0,0.02998,-0.06116,0.54582,0.08707,3.00000
none,1550,0,0.03006,-0.06116,0.53530,0.08723,3.00000
none,1560,0,0.02987,-0.06153,0.52622,0.08738,3.00000
none,1570,0,0.02975,-0.06153,0.60707,0.08752,3.20000
none,1580,0,0.02972,-0.06153,0.60619,0.08767,3.20000
none,1590,0,0.02964,-0.06153,0.60619,0.08782,3.20000
none,1600,0,0.02961,-0.05873,0.60619,0.08796,3.20000
none,1610,0,0.02977,-0.05873,0.60619,0.08811,3.20000
none,1620,0,0.02959,-0.05873,0.60619,0.08825,3.20000
none,1630,0,0.02945,-0.05873,0.60619,0.08839,3.20000
none,1640,0,0.02933,-0.05815,0.60619,0.08853,3.20000
none,1650,0,0.02914,-0.05815,0.60619,0.08862,3.20000
none,1660,0,0.02903,-0.05815,0.60576,0.08856,3.20000
none,1670,0,0.02889,-0.05815,0.60494,0.08855,3.20000
none,1680,0,0.02928,-0.05919,0.59654,0.08858,3.20000
none,1690,0,0.02918,-0.05919,0.58359,0.08865,3.20000
none,1700,0,0.02929,-0.05919,0.56921,0.08879,3.20000
none,1710,0,0.02910,-0.05919,0.56214,0.08899,3.20000
none,1720,0,0.02910,-0.05827,0.55200,0.08915,3.20000
none,1730,0,0.02903,-0.05827,0.54598,0.08932,3.20000
none,1740,0,0.02930,-0.05827,0.53996,0.08949,3.20000
none,1750,0,0.02916,-0.05827,0.53382,0.08965,3.20000
none,1760,0,0.02919,-0.05885,0.52763,0.08982,3.20000
none,1770,0,0.02898,-0.05885,0.51969,0.08997,3.20000
none,1780,0,0.02912,-0.05885,0.60488,0.09010,3.40000
none,1790,0,0.02941,-0.05885,0.60488,0.09022,3.40000
none,1800,0,0.02971,-0.05796,0.60488,0.09034,3.40000
none,1810,0,0.02995,-0.05796,0.60488,0.09046,3.40000
none,1820,0,0.02956,-0.05796,0.60488,0.09058,3.40000
none,1830,0,0.02950,-0.05796,0.60488,0.09071,3.40000
none,1840,0,0.02984,-0.05673,0.60488,0.09083,3.40000
none,1850,0,0.02981,-0.05673,0.60488,0.09091,3.40000
none,1860,0,0.03005,-0.05673,0.60449,0.09083,3.40000
none,1870,0,0.03014,-0.05673,0.60449,0.09081,3.40000
none,1880,0,0.03014,-0.05582,0.60055,0.09084,3.40000
none,1890,0,0.03003,-0.05582,0.59347,0.09092,3.40000
none,1900,0,0.02986,-0.05582,0.58699,0.09104,3.40000
none,1910,0,0.02956,-0.05582,0.58051,0.09119,3.40000
none,1920,0,0.02928,-0.05458,0.57404,0.09128,3.40000
none,1930,0,0.02904,-0.05458,0.56726,0.09137,3.40000
none,1940,0,0.02890,-0.05458,0.56074,0.09147,3.40000
none,1950,0,0.02868,-0.05458,0.55423,0.09157,3.40000
none,1960,0,0.02847,-0.05329,0.54756,0.09167,3.40000
none,1970,0,0.02817,-0.05329,0.53854,0.09180,3.40000
none,1980,0,0.02807,-0.05329,0.53208,0.09194,3.40000
none,1990,0,0.02799,-0.05329,0.52649,0.09207,3.40000
none,2000,0,0.02794,-0.05264,0.52058,0.09220,3.40000
none,2010,0,0.02787,-0.05264,0.51517,0.09231,3.40000
none,2020,0,0.02811,-0.05264,0.60361,0.09240,3.60000
none,2030,0,0.02802,-0.05264,0.60361,0.09246,3.60000
none,2040,0,0.02811,-0.04948,0.60361,0.09252,3.60000
none,2050,0,0.02841,-0.04948,0.60361,0.09253,3.60000
none,2060,0,0.02819,-0.04948,0.60325,0.09238,3.60000
none,2070,0,0.02792,-0.04948,0.60325,0.09228,3.60000
none,2080,0,0.02788,-0.05023,0.60325,0.09222,3.60000
none,2090,0,0.02813,-0.05023,0.60325,0.09220,3.60000
none,2100,0,0.02792,-0.05023,0.60325,0.09222,3.60000
none,2110,0,0.02842,-0.05023,0.60325,0.09227,3.60000
none,2120,0,0.02923,-0.04927,0.59939,0.09230,3.60000
none,2130,0,0.02986,-0.04927,0.59388,0.09235,3.60000
none,2140,0,0.03010,-0.04927,0.58229,0.09241,3.60000
none,2150,0,0.03041,-0.04927,0.57549,0.09245,3.60000
none,2160,0,0.03052,-0.04797,0.56925,0.09249,3.60000
none,2170,0,0.03071,-0.04797,0.56300,0.09255,3.60000
none,2180,0,0.03071,-0.04797,0.55457,0.09260,3.60000
none,2190,0,0.03048,-0.04797,0.54815,0.09265,3.60000
none,2200,1,0.03062,-0.04920,0.54238,0.09269,3.60000
none,2210,1,0.03062,-0.04920,0.54238,0.09269,3.60000
none,2220,1,0.03062,-0.04920,0.54238,0.09269,3.60000
none,2230,1,0.03062,-0.04920,0.54238,0.09269,3.60000
none,2240,1,0.03062,-0.04854,0.54238,0.09269,3.60000
none,2250,1,0.03062,-0.04854,0.54238,0.09269,3.60000
none,2260,1,0.03062,-0.04873,0.54238,0.09269,3.60000
none,2270,1,0.03062,-0.04873,0.54238,0.09269,3.60000
none,2280,1,0.03062,-0.04974,0.54238,0.09269,3.60000
none,2290,1,0.03062,-0.04974,0.54238,0.09269,3.60000
none,2300,1,0.03062,-0.04885,0.54238,0.09269,3.60000
none,2310,1,0.03062,-0.04885,0.54238,0.09269,3.60000
none,2320,1,0.03062,-0.04971,0.54238,0.09269,3.60000
none,2330,1,0.03062,-0.04971,0.54238,0.09269,3.60000
none,2340,1,0.03062,-0.04862,0.54238,0.09269,3.60000
none,2350,1,0.03062,-0.04862,0.54238,0.09269,3.60000
none,2360,1,0.03062,-0.04723,0.54238,0.09269,3.60000
none,2370,1,0.03062,-0.04723,0.54238,0.09269,3.60000
none,2380,1,0.03062,-0.04805,0.54238,0.09269,3.60000
none,2390,1,0.03062,-0.04805,0.54238,0.09269,3.60000
none,2400,1,0.03062,-0.04733,0.54238,0.09269,3.60000
none,2410,1,0.03062,-0.04733,0.54238,0.09269,3.60000
none,2420,1,0.03062,-0.04804,0.54238,0.09269,3.60000
none,2430,1,0.03062,-0.04804,0.54238,0.09269,3.60000
none,2440,1,0.03062,-0.04811,0.54238,0.09269,3.60000
none,2450,1,0.03062,-0.04811,0.54238,0.09269,3.60000
none,2460,1,0.03062,-0.04693,0.54238,0.09269,3.60000
none,2470,1,0.03062,-0.04693,0.54238,0.09269,3.60000
none,2480,1,0.03062,-0.04666,0.54238,0.09269,3.60000
none,2490,1,0.03062,-0.04666,0.54238,0.09269,3.60000
none,2500,1,0.03062,-0.04712,0.54238,0.09269,3.60000
none,2510,1,0.03062,-0.04712,0.54238,0.09269,3.60000
none,2520,1,0.03062,-0.04710,0.54238,0.09269,3.60000
none,2530,1,0.03062,-0.04710,0.54238,0.09269,3.60000
none,2540,1,0.03062,-0.04711,0.54238,0.09269,3.60000
none,2550,1,0.03062,-0.04711,0.54238,0.09269,3.60000
none,2560,1,0.03062,-0.04763,0.54238,0.09269,3.60000
none,2570,1,0.03062,-0.04763,0.54238,0.09269,3.60000
none,2580,1,0.03062,-0.04879,0.54238,0.09269,3.60000
none,2590,1,0.03062,-0.04879,0.54238,0.09269,3.60000
none,2600,1,0.03062,-0.04892,0.54238,0.09269,3.60000
none,2610,1,0.03062,-0.04892,0.54238,0.09269,3.60000
none,2620,1,0.03062,-0.04858,0.54238,0.09269,3.60000
none,2630,1,0.03062,-0.04858,0.54238,0.09269,3.60000
none,2640,1,0.03062,-0.04682,0.54238,0.09269,3.60000
none,2650,1,0.03062,-0.04682,0.54238,0.09269,3.60000
none,2660,1,0.03062,-0.04844,0.54238,0.09269,3.60000
none,2670,1,0.03062,-0.04844,0.54238,0.09269,3.60000
