tick,maxcos_all,maxcos_old,maxcos_old_rot,n_old
505,1.00000,nan,nan,206
506,1.00000,nan,nan,207
507,1.00000,nan,nan,208
508,1.00000,nan,nan,209
509,1.00000,nan,nan,210
510,1.00000,nan,nan,211
511,1.00000,nan,nan,212
512,1.00000,nan,nan,213
513,1.00000,nan,nan,214
514,1.00000,nan,nan,215
515,1.00000,nan,nan,216
516,1.00000,nan,nan,217
517,1.00000,nan,nan,218
518,1.00000,nan,nan,219
519,1.00000,nan,nan,220
520,1.00000,nan,nan,221
521,1.00000,nan,nan,222
522,1.00000,nan,nan,223
523,1.00000,nan,nan,224
524,1.00000,nan,nan,225
525,1.00000,nan,nan,226
526,1.00000,nan,nan,227
527,1.00000,nan,nan,228
528,1.00000,nan,nan,229
529,1.00000,nan,nan,230
530,1.00000,nan,nan,231
531,1.00000,nan,nan,232
532,1.00000,nan,nan,233
533,1.00000,nan,nan,234
534,1.00000,nan,nan,235
535,1.00000,nan,nan,236
536,1.00000,nan,nan,237
537,1.00000,nan,nan,238
538,1.00000,nan,nan,239
539,1.00000,nan,nan,240
540,1.00000,nan,nan,241
541,1.00000,nan,nan,242
542,1.00000,nan,nan,243
543,1.00000,nan,nan,244
544,1.00000,nan,nan,245
545,1.00000,nan,nan,246
546,1.00000,nan,nan,247
547,1.00000,nan,nan,248
548,1.00000,nan,nan,249
549,1.00000,nan,nan,250
550,1.00000,nan,nan,251
551,1.00000,nan,nan,252
552,1.00000,nan,nan,253
553,1.00000,nan,nan,254
554,1.00000,nan,nan,255
555,1.00000,nan,nan,256
556,1.00000,nan,nan,257
557,1.00000,nan,nan,258
558,1.00000,nan,nan,259
559,1.00000,nan,nan,260
560,1.00000,nan,nan,261
561,1.00000,nan,nan,262
562,1.00000,nan,nan,263
563,1.00000,nan,nan,264
564,1.00000,nan,nan,265
565,1.00000,nan,nan,266
566,1.00000,nan,nan,267
567,1.00000,nan,nan,268
568,1.00000,nan,nan,269
569,1.00000,nan,nan,270
570,1.00000,nan,nan,271
571,1.00000,nan,nan,272
572,1.00000,nan,nan,273
573,1.00000,nan,nan,274
574,1.00000,nan,nan,275
575,1.00000,nan,nan,276
576,1.00000,nan,nan,277
577,1.00000,nan,nan,278
578,1.00000,nan,nan,279
579,1.00000,nan,nan,280
580,1.00000,nan,nan,281
581,1.00000,nan,nan,282
582,1.00000,nan,nan,283
583,1.00000,nan,nan,284
584,1.00000,nan,nan,285
585,1.00000,nan,nan,286
586,1.00000,nan,nan,287
587,1.00000,nan,nan,288
588,1.00000,nan,nan,289
589,1.00000,nan,nan,290
590,1.00000,nan,nan,291
591,1.00000,nan,nan,292
592,1.00000,nan,nan,293
593,1.00000,nan,nan,294
594,1.00000,nan,nan,295
595,1.00000,nan,nan,296
596,1.00000,nan,nan,297
597,1.00000,nan,nan,298
598,1.00000,nan,nan,299
599,1.00000,0.95659,0.01265,300
600,1.00000,0.95421,0.04674,301
601,1.00000,0.93322,-0.07924,302
602,1.00000,0.94682,-0.05628,303
603,1.00000,0.95253,-0.01209,304
604,1.00000,0.96112,-0.08044,305
605,1.00000,0.96380,0.01338,306
606,1.00000,0.97073,-0.11724,307
607,1.00000,0.96596,0.05700,308
608,1.00000,0.96135,-0.12947,309
609,1.00000,0.96869,-0.04277,310
610,1.00000,0.96369,-0.07785,311
611,1.00000,0.96772,0.04442,312
612,1.00000,0.97361,-0.12205,313
613,1.00000,0.97947,-0.03501,314
614,1.00000,0.94826,-0.13716,315
615,1.00000,0.95985,-0.01563,316
616,1.00000,0.93634,-0.04301,317
617,1.00000,0.96243,-0.10257,318
618,1.00000,0.95957,0.04830,319
619,1.00000,0.96509,-0.03260,320
620,1.00000,0.96405,0.01726,321
621,1.00000,0.96956,-0.02930,322
622,1.00000,0.94943,-0.01669,323
623,1.00000,0.95278,-0.12276,324
624,1.00000,0.96105,-0.00650,325
625,1.00000,0.95732,-0.00919,326
626,1.00000,0.96602,-0.01786,327
627,1.00000,0.95457,-0.01936,328
628,1.00000,0.96293,-0.08693,329
629,1.00000,0.97669,-0.04552,330
630,1.00000,0.98413,-0.12172,331
631,1.00000,0.97938,0.03634,332
632,1.00000,0.95843,0.04126,333
633,1.00000,0.95912,0.04391,334
634,1.00000,0.95251,-0.09449,335
635,1.00000,0.95329,-0.06853,336
636,1.00000,0.94007,-0.01827,337
637,1.00000,0.96281,0.02516,338
638,1.00000,0.95112,0.00662,339
639,1.00000,0.95633,-0.07068,340
640,1.00000,0.94304,0.00989,341
641,1.00000,0.96469,-0.15627,342
642,1.00000,0.94013,-0.04770,343
643,1.00000,0.95662,-0.09885,344
644,1.00000,0.94852,0.02246,345
645,1.00000,0.95218,-0.07240,346
646,1.00000,0.96811,-0.01052,347
647,1.00000,0.95764,-0.05881,348
648,1.00000,0.96602,-0.03386,349
649,1.00000,0.96507,-0.14558,350
650,1.00000,0.97610,-0.06059,351
651,1.00000,0.96381,-0.04975,352
652,1.00000,0.96216,0.02538,353
653,1.00000,0.95187,-0.13771,354
654,1.00000,0.96489,-0.02922,355
655,1.00000,0.97331,-0.06511,356
656,1.00000,0.97044,-0.04000,357
657,1.00000,0.96755,-0.05175,358
658,1.00000,0.96891,-0.00704,359
659,1.00000,0.95621,-0.05888,360
660,1.00000,0.96803,-0.04267,361
661,1.00000,0.97718,-0.12202,362
662,1.00000,0.95786,-0.05206,363
663,1.00000,0.97160,-0.01343,364
664,1.00000,0.96789,0.03291,365
665,1.00000,0.97582,-0.01724,366
666,1.00000,0.97363,-0.01417,367
667,1.00000,0.96719,-0.11942,368
668,1.00000,0.96434,-0.04714,369
669,1.00000,0.95484,-0.11820,370
670,1.00000,0.96586,-0.00620,371
671,1.00000,0.95582,0.01221,372
672,1.00000,0.96979,-0.08429,373
673,1.00000,0.96993,-0.02414,374
674,1.00000,0.97892,-0.12392,375
675,1.00000,0.97404,-0.00538,376
676,1.00000,0.94026,-0.13361,377
677,1.00000,0.96485,0.09840,378
678,1.00000,0.93179,-0.16120,379
679,1.00000,0.96284,0.06559,380
680,1.00000,0.96126,-0.04810,381
681,1.00000,0.95045,0.16087,382
682,1.00000,0.96382,-0.16030,383
683,1.00000,0.97559,0.04227,384
684,1.00000,0.95651,-0.22355,385
685,1.00000,0.93262,0.05466,386
686,1.00000,0.93378,-0.10799,387
687,1.00000,0.94892,0.03136,388
688,1.00000,0.94018,-0.10014,389
689,1.00000,0.96922,0.00735,390
690,1.00000,0.96416,-0.13961,391
691,1.00000,0.95939,0.06984,392
692,1.00000,0.94877,-0.04142,393
693,1.00000,0.96709,-0.09822,394
694,1.00000,0.97838,0.00407,395
695,1.00000,0.97425,0.01086,396
696,1.00000,0.97265,-0.02136,397
697,1.00000,0.97357,-0.04942,398
698,1.00000,0.95971,-0.07981,399
699,1.00000,0.95368,-0.02370,400
700,1.00000,0.96557,-0.08154,401
701,1.00000,0.96883,-0.07906,402
702,1.00000,0.96490,0.04939,403
703,1.00000,0.96421,-0.01699,404
704,1.00000,0.97298,0.03449,405
705,1.00000,0.96982,-0.03385,406
706,1.00000,0.96326,0.06125,407
707,1.00000,0.97749,-0.04332,408
708,1.00000,0.97566,0.00524,409
709,1.00000,0.97465,-0.05064,410
710,1.00000,0.96796,0.05473,411
711,1.00000,0.95610,-0.11539,412
712,1.00000,0.94561,-0.04545,413
713,1.00000,0.94917,-0.11158,414
714,1.00000,0.94412,0.05997,415
715,1.00000,0.94747,-0.05976,416
716,1.00000,0.95549,-0.08813,417
717,1.00000,0.95776,-0.03826,418
718,1.00000,0.95798,-0.01552,419
719,1.00000,0.98075,-0.08062,420
720,1.00000,0.96735,-0.12703,421
721,1.00000,0.96724,0.00235,422
722,1.00000,0.97697,-0.07376,423
723,1.00000,0.98157,0.04401,424
724,1.00000,0.97396,-0.06706,425
725,1.00000,0.96862,0.04064,426
726,1.00000,0.97819,-0.06624,427
727,1.00000,0.97060,0.09792,428
728,1.00000,0.97456,-0.12902,429
729,1.00000,0.96319,0.06983,430
730,1.00000,0.96892,-0.08455,431
731,1.00000,0.97431,0.05208,432
732,1.00000,0.96152,-0.10143,433
733,1.00000,0.95915,0.03639,434
734,1.00000,0.97232,-0.03971,435
735,1.00000,0.97121,-0.06056,436
736,1.00000,0.96745,-0.00073,437
737,1.00000,0.95261,-0.11243,438
738,1.00000,0.93216,0.02785,439
739,1.00000,0.96016,-0.07068,440
740,1.00000,0.96621,0.07714,441
741,1.00000,0.98037,-0.12037,442
742,1.00000,0.97814,0.11777,443
743,1.00000,0.96275,-0.09304,444
744,1.00000,0.97049,0.06084,445
745,1.00000,0.97385,-0.13180,446
746,1.00000,0.97264,0.02769,447
747,1.00000,0.96137,-0.10546,448
748,1.00000,0.97163,-0.01656,449
749,1.00000,0.96762,-0.11247,450
750,1.00000,0.95751,-0.03058,451
751,1.00000,0.92151,-0.06855,452
752,1.00000,0.96264,-0.04916,453
753,1.00000,0.95037,-0.02458,454
754,1.00000,0.96953,-0.03876,455
755,1.00000,0.96698,0.01578,456
756,1.00000,0.96017,-0.12210,457
757,1.00000,0.96870,0.07285,458
758,1.00000,0.89957,-0.01986,459
759,1.00000,0.92355,-0.02435,460
760,1.00000,0.94877,-0.08328,461
761,1.00000,0.95479,-0.08247,462
762,1.00000,0.96718,-0.03582,463
763,1.00000,0.96744,-0.03647,464
764,1.00000,0.98091,-0.00547,465
765,1.00000,0.96899,0.06348,466
766,1.00000,0.95936,-0.12495,467
767,1.00000,0.97555,-0.05535,468
768,1.00000,0.97056,-0.06924,469
769,1.00000,0.97227,-0.00010,470
770,1.00000,0.94269,-0.00621,471
771,1.00000,0.96718,-0.07609,472
772,1.00000,0.95492,-0.09778,473
773,1.00000,0.96676,-0.09189,474
774,1.00000,0.96661,0.04173,475
775,1.00000,0.95051,-0.05234,476
776,1.00000,0.96778,-0.04182,477
777,1.00000,0.96314,-0.02221,478
778,1.00000,0.96162,-0.03055,479
779,1.00000,0.97550,0.03889,480
780,1.00000,0.97320,-0.07944,481
781,1.00000,0.95878,0.06333,482
782,1.00000,0.97372,-0.08398,483
783,1.00000,0.96577,-0.02477,484
784,1.00000,0.97130,-0.07821,485
785,1.00000,0.96897,0.00903,486
786,1.00000,0.96119,-0.04913,487
787,1.00000,0.97019,0.02619,488
788,1.00000,0.95338,-0.03774,489
789,1.00000,0.96749,0.04448,490
790,1.00000,0.96774,0.01204,491
791,1.00000,0.95488,-0.06654,492
792,1.00000,0.96103,-0.03766,493
793,1.00000,0.94302,0.02162,494
794,1.00000,0.95521,-0.04557,495
795,1.00000,0.96779,0.02051,496
796,1.00000,0.96511,-0.05633,497
797,1.00000,0.97049,-0.10799,498
798,1.00000,0.93683,-0.02270,499
799,1.00000,0.95843,0.01059,500
800,1.00000,0.96206,0.04427,501
801,1.00000,0.96148,-0.10720,502
802,1.00000,0.96770,-0.01883,503
803,1.00000,0.96357,-0.13952,504
804,1.00000,0.96926,0.00417,505
805,1.00000,0.97030,-0.06500,506
806,1.00000,0.94778,-0.05387,507
807,1.00000,0.95671,-0.10495,508
808,1.00000,0.96815,0.05844,509
809,1.00000,0.96604,-0.17643,510
810,1.00000,0.97485,0.07981,511
811,1.00000,0.95309,-0.08201,512
812,1.00000,0.95743,0.10329,513
813,1.00000,0.96040,-0.07620,514
814,1.00000,0.97144,0.05718,515
815,1.00000,0.95930,-0.12159,516
816,1.00000,0.97781,-0.08551,517
817,1.00000,0.97119,-0.10550,518
818,1.00000,0.95872,0.02606,519
819,1.00000,0.95659,0.06297,520
820,1.00000,0.93070,-0.02532,521
821,1.00000,0.96012,-0.06931,522
822,1.00000,0.93540,-0.14041,523
823,1.00000,0.94868,0.00217,524
824,1.00000,0.96504,0.00009,525
825,1.00000,0.97624,0.06995,526
826,1.00000,0.96277,-0.08897,527
827,1.00000,0.96684,0.13089,528
828,1.00000,0.97912,-0.10942,529
829,1.00000,0.97530,0.08465,530
830,1.00000,0.97434,-0.12609,531
831,1.00000,0.96615,-0.06242,532
832,1.00000,0.96294,-0.04838,533
833,1.00000,0.98062,-0.02518,534
834,1.00000,0.97010,-0.00120,535
835,1.00000,0.96311,-0.10695,536
836,1.00000,0.97164,0.02482,537
837,1.00000,0.98478,-0.10760,538
838,1.00000,0.97853,0.12271,539
839,1.00000,0.96338,-0.11609,540
840,1.00000,0.95607,0.11545,541
841,1.00000,0.94511,-0.08518,542
842,1.00000,0.96580,0.12455,543
843,1.00000,0.94563,-0.15556,544
844,1.00000,0.95845,0.07198,545
845,1.00000,0.96083,-0.06562,546
846,1.00000,0.96198,0.14280,547
847,1.00000,0.95849,0.00506,548
848,1.00000,0.96310,0.10950,549
849,1.00000,0.94924,-0.08200,550
850,1.00000,0.96811,-0.10514,551
851,1.00000,0.97134,-0.04920,552
852,1.00000,0.97662,-0.01472,553
853,1.00000,0.95274,0.04290,554
854,1.00000,0.96164,-0.10350,555
855,1.00000,0.95719,0.14054,556
856,1.00000,0.95212,-0.10801,557
857,1.00000,0.97173,0.10413,558
858,1.00000,0.97180,-0.13078,559
859,1.00000,0.97034,0.06789,560
860,1.00000,0.96726,-0.14223,561
861,1.00000,0.95296,0.08913,562
862,1.00000,0.95538,-0.13859,563
863,1.00000,0.96777,0.01715,564
864,1.00000,0.95035,-0.14488,565
865,1.00000,0.95928,-0.03296,566
866,1.00000,0.96453,-0.01758,567
867,1.00000,0.97536,-0.01646,568
868,1.00000,0.96993,-0.01081,569
869,1.00000,0.97195,-0.01138,570
870,1.00000,0.95023,0.13416,571
871,1.00000,0.96821,-0.08250,572
872,1.00000,0.94103,0.06785,573
873,1.00000,0.95689,-0.11500,574
874,1.00000,0.95807,0.10842,575
875,1.00000,0.93767,-0.16947,576
876,1.00000,0.97179,0.02030,577
877,1.00000,0.95840,-0.19331,578
878,1.00000,0.98227,0.05312,579
879,1.00000,0.97862,-0.04834,580
880,1.00000,0.97186,0.10263,581
881,1.00000,0.97431,-0.12460,582
882,1.00000,0.98621,0.02936,583
883,1.00000,0.97399,-0.17877,584
884,1.00000,0.96133,0.05542,585
885,1.00000,0.94458,-0.01892,586
886,1.00000,0.95027,-0.06649,587
887,1.00000,0.95639,-0.12222,588
888,1.00000,0.94795,0.01044,589
889,1.00000,0.92236,-0.05846,590
890,1.00000,0.94759,-0.03422,591
891,1.00000,0.96129,-0.05724,592
892,1.00000,0.94911,0.00796,593
893,1.00000,0.96060,-0.10205,594
894,1.00000,0.93806,-0.05622,595
895,1.00000,0.94838,0.05224,596
896,1.00000,0.95923,-0.00003,597
897,1.00000,0.96769,-0.01905,598
898,1.00000,0.96714,-0.11180,599
899,1.00000,0.97269,0.02124,600
900,1.00000,0.96084,-0.08061,601
901,1.00000,0.97442,0.02572,602
902,1.00000,0.96354,-0.10477,603
903,1.00000,0.97371,-0.03529,604
904,1.00000,0.97289,-0.05037,605
905,1.00000,0.96423,-0.07574,606
906,1.00000,0.97680,-0.05626,607
907,1.00000,0.97445,-0.05530,608
908,1.00000,0.97025,0.06220,609
909,1.00000,0.96893,-0.07337,610
910,1.00000,0.97896,0.07620,611
911,1.00000,0.95882,0.01945,612
912,1.00000,0.95226,-0.06633,613
913,1.00000,0.97002,-0.08329,614
914,1.00000,0.96574,0.01204,615
915,1.00000,0.95868,-0.09211,616
916,1.00000,0.96756,0.06162,617
917,1.00000,0.94676,0.03117,618
918,1.00000,0.96402,-0.04058,619
919,1.00000,0.95183,-0.10642,620
920,1.00000,0.95885,0.03085,621
921,1.00000,0.93856,0.03056,622
922,1.00000,0.95491,0.07434,623
923,1.00000,0.94993,-0.02001,624
924,1.00000,0.95624,-0.12581,625
925,1.00000,0.95963,-0.07257,626
926,1.00000,0.96415,0.02208,627
927,1.00000,0.94915,0.06820,628
928,1.00000,0.96815,-0.09267,629
929,1.00000,0.95975,0.08550,630
930,1.00000,0.96808,-0.15264,631
931,1.00000,0.97517,0.01001,632
932,1.00000,0.95446,-0.13734,633
933,1.00000,0.96131,0.09378,634
934,1.00000,0.96131,-0.13718,635
935,1.00000,0.97148,0.04481,636
936,1.00000,0.96496,-0.12556,637
937,1.00000,0.97125,0.06562,638
938,1.00000,0.96438,-0.03689,639
939,1.00000,0.97734,0.02048,640
940,1.00000,0.95688,-0.13860,641
941,1.00000,0.97453,-0.04747,642
942,1.00000,0.97564,-0.12339,643
943,1.00000,0.97938,-0.00915,644
944,1.00000,0.96345,0.04939,645
945,1.00000,0.96885,-0.01934,646
946,1.00000,0.97450,0.03823,647
947,1.00000,0.94465,0.05489,648
948,1.00000,0.95238,-0.05409,649
949,1.00000,0.94388,-0.08737,650
950,1.00000,0.95087,-0.01877,651
951,1.00000,0.97698,0.01880,652
952,1.00000,0.97476,0.10844,653
953,1.00000,0.94554,-0.07984,654
954,1.00000,0.95834,0.01300,655
955,1.00000,0.95360,-0.06153,656
956,1.00000,0.95996,0.15301,657
957,1.00000,0.95936,-0.06685,658
958,1.00000,0.97922,0.07407,659
959,1.00000,0.97168,-0.16869,660
960,1.00000,0.97653,0.03432,661
961,1.00000,0.95670,-0.15614,662
962,1.00000,0.95099,-0.01882,663
963,1.00000,0.95893,-0.06657,664
964,1.00000,0.95552,-0.01408,665
965,1.00000,0.93722,-0.04629,666
966,1.00000,0.95799,-0.04737,667
967,1.00000,0.96427,0.05852,668
968,1.00000,0.95251,-0.05304,669
969,1.00000,0.97360,0.05192,670
970,1.00000,0.98480,-0.15455,671
971,1.00000,0.98986,0.05282,672
972,1.00000,0.96842,0.02054,673
973,1.00000,0.97400,0.13457,674
974,1.00000,0.98047,-0.12412,675
975,1.00000,0.98221,-0.00775,676
976,1.00000,0.97576,-0.05456,677
977,1.00000,0.98910,-0.01130,678
978,1.00000,0.97636,-0.13038,679
979,1.00000,0.98629,-0.02038,680
980,1.00000,0.95936,0.05533,681
981,1.00000,0.97938,0.05987,682
982,1.00000,0.95975,0.00029,683
983,1.00000,0.97719,-0.03391,684
984,1.00000,0.96798,0.00575,685
985,1.00000,0.95072,-0.04014,686
986,1.00000,0.95519,0.07800,687
987,1.00000,0.96163,-0.07380,688
988,1.00000,0.97111,0.01030,689
989,1.00000,0.94783,-0.01841,690
990,1.00000,0.95560,0.10342,691
991,1.00000,0.95684,-0.08843,692
992,1.00000,0.97008,0.07668,693
993,1.00000,0.96434,-0.05261,694
994,1.00000,0.98079,0.05532,695
995,1.00000,0.95535,-0.10781,696
996,1.00000,0.95928,0.03374,697
997,1.00000,0.95818,0.05786,698
998,1.00000,0.96133,-0.06655,699
999,1.00000,0.96859,-0.00320,700
1000,1.00000,0.96377,-0.06174,701
1001,1.00000,0.96532,0.07611,702
1002,1.00000,0.96444,0.02061,703
1003,1.00000,0.97202,0.08210,704
1004,1.00000,0.96617,-0.10017,705
1005,1.00000,0.98374,0.04770,706
1006,1.00000,0.95645,-0.11459,707
1007,1.00000,0.95579,0.03983,708
1008,1.00000,0.95258,-0.20589,709
1009,1.00000,0.96889,0.00875,710
1010,1.00000,0.98167,-0.09729,711
1011,1.00000,0.98231,0.10489,712
1012,1.00000,0.95435,-0.10461,713
1013,1.00000,0.96807,-0.02359,714
1014,1.00000,0.95118,-0.08399,715
1015,1.00000,0.96766,0.07387,716
1016,1.00000,0.96094,-0.06438,717
1017,1.00000,0.96923,-0.00342,718
1018,1.00000,0.95461,-0.04268,719
1019,1.00000,0.94199,0.01062,720
1020,1.00000,0.94212,0.05377,721
1021,1.00000,0.96570,0.00784,722
1022,1.00000,0.96714,-0.09123,723
1023,1.00000,0.97283,-0.04981,724
1024,1.00000,0.96766,-0.02106,725
1025,1.00000,0.97561,-0.03344,726
1026,1.00000,0.97146,-0.01149,727
1027,1.00000,0.97474,-0.07809,728
1028,1.00000,0.96515,0.09196,729
1029,1.00000,0.96140,-0.07488,730
1030,1.00000,0.96857,0.02932,731
1031,1.00000,0.97445,-0.12615,732
1032,1.00000,0.97609,0.04715,733
1033,1.00000,0.98450,-0.08865,734
1034,1.00000,0.97275,0.17460,735
1035,1.00000,0.95646,-0.08014,736
1036,1.00000,0.97115,-0.03873,737
1037,1.00000,0.96116,-0.13653,738
1038,1.00000,0.95315,0.07521,739
1039,1.00000,0.93049,-0.09873,740
1040,1.00000,0.95857,-0.01554,741
1041,1.00000,0.97128,-0.02964,742
1042,1.00000,0.96428,0.04096,743
1043,1.00000,0.94630,-0.04517,744
1044,1.00000,0.98224,-0.04593,745
1045,1.00000,0.95484,-0.04416,746
1046,1.00000,0.95758,-0.01933,747
1047,1.00000,0.96490,0.03829,748
1048,1.00000,0.97886,-0.01419,749
1049,1.00000,0.96819,-0.06767,750
1050,1.00000,0.96207,-0.11708,751
1051,1.00000,0.95497,-0.04145,752
1052,1.00000,0.95781,-0.02227,753
1053,1.00000,0.97009,0.01357,754
1054,1.00000,0.95486,-0.08495,755
1055,1.00000,0.95584,-0.06710,756
1056,1.00000,0.96004,-0.00439,757
1057,1.00000,0.94768,0.08892,758
1058,1.00000,0.96188,-0.02916,759
1059,1.00000,0.96846,0.03935,760
1060,1.00000,0.96074,-0.12955,761
1061,1.00000,0.97033,-0.02302,762
1062,1.00000,0.97199,0.04754,763
1063,1.00000,0.94530,0.06548,764
1064,1.00000,0.96069,0.02325,765
1065,1.00000,0.95823,-0.05801,766
1066,1.00000,0.96074,0.03447,767
1067,1.00000,0.95619,-0.12314,768
1068,1.00000,0.97443,0.06541,769
1069,1.00000,0.97078,-0.13168,770
1070,1.00000,0.97610,-0.00405,771
1071,1.00000,0.97250,-0.05877,772
1072,1.00000,0.97754,0.01597,773
1073,1.00000,0.98168,-0.05644,774
1074,1.00000,0.97380,-0.02325,775
