t,a_sym,b_sym,a_asym,b_asym,p_sym,p_asym
113.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
113.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
114.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
115.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
116.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
117.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
118.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
119.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
120.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
121.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
122.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
123.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
124.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
125.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
126.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
127.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
128.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
129.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
130.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
131.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.650,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.700,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.750,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.800,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.850,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.900,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
132.950,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.000,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.050,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.100,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.150,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.200,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.250,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.300,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.350,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.400,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.450,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.500,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.550,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
133.600,0.420783,0.420783,0.000000,0.000000,0.084157,0.000000
