t,a_sym,b_sym,a_asym,b_asym,p_sym,p_asym
37.850,0.420783,0.420783,0.000217,0.000000,0.084157,0.000000
37.900,0.420783,0.420783,0.000215,0.000000,0.084157,0.000000
37.950,0.420783,0.420783,0.000213,0.000000,0.084157,0.000000
38.000,0.420783,0.420783,0.000211,0.000000,0.084157,0.000000
38.050,0.420783,0.420783,0.000208,0.000000,0.084157,0.000000
38.100,0.420783,0.420783,0.000206,0.000000,0.084157,0.000000
38.150,0.420783,0.420783,0.000204,0.000000,0.084157,0.000000
38.200,0.420783,0.420783,0.000202,0.000000,0.084157,0.000000
38.250,0.420783,0.420783,0.000200,0.000000,0.084157,0.000000
38.300,0.420783,0.420783,0.000198,0.000000,0.084157,0.000000
38.350,0.420783,0.420783,0.000196,0.000000,0.084157,0.000000
38.400,0.420783,0.420783,0.000194,0.000000,0.084157,0.000000
38.450,0.420783,0.420783,0.000192,0.000000,0.084157,0.000000
38.500,0.420783,0.420783,0.000191,0.000000,0.084157,0.000000
38.550,0.420783,0.420783,0.000189,0.000000,0.084157,0.000000
38.600,0.420783,0.420783,0.000187,0.000000,0.084157,0.000000
38.650,0.420783,0.420783,0.000185,0.000000,0.084157,0.000000
38.700,0.420783,0.420783,0.000183,0.000000,0.084157,0.000000
38.750,0.420783,0.420783,0.000181,0.000000,0.084157,0.000000
38.800,0.420783,0.420783,0.000179,0.000000,0.084157,0.000000
38.850,0.420783,0.420783,0.000178,0.000000,0.084157,0.000000
38.900,0.420783,0.420783,0.000176,0.000000,0.084157,0.000000
38.950,0.420783,0.420783,0.000174,0.000000,0.084157,0.000000
39.000,0.420783,0.420783,0.000172,0.000000,0.084157,0.000000
39.050,0.420783,0.420783,0.000171,0.000000,0.084157,0.000000
39.100,0.420783,0.420783,0.000169,0.000000,0.084157,0.000000
39.150,0.420783,0.420783,0.000167,0.000000,0.084157,0.000000
39.200,0.420783,0.420783,0.000166,0.000000,0.084157,0.000000
39.250,0.420783,0.420783,0.000164,0.000000,0.084157,0.000000
39.300,0.420783,0.420783,0.000162,0.000000,0.084157,0.000000
39.350,0.420783,0.420783,0.000161,0.000000,0.084157,0.000000
39.400,0.420783,0.420783,0.000159,0.000000,0.084157,0.000000
39.450,0.420783,0.420783,0.000158,0.000000,0.084157,0.000000
39.500,0.420783,0.420783,0.000156,0.000000,0.084157,0.000000
39.550,0.420783,0.420783,0.000154,0.000000,0.084157,0.000000
39.600,0.420783,0.420783,0.000153,0.000000,0.084157,0.000000
39.650,0.420783,0.420783,0.000151,0.000000,0.084157,0.000000
39.700,0.420783,0.420783,0.000150,0.000000,0.084157,0.000000
39.750,0.420783,0.420783,0.000148,0.000000,0.084157,0.000000
39.800,0.420783,0.420783,0.000147,0.000000,0.084157,0.000000
39.850,0.420783,0.420783,0.000145,0.000000,0.084157,0.000000
39.900,0.420783,0.420783,0.000144,0.000000,0.084157,0.000000
39.950,0.420783,0.420783,0.000143,0.000000,0.084157,0.000000
40.000,0.420783,0.420783,0.000141,0.000000,0.084157,0.000000
40.050,0.420783,0.420783,0.000140,0.000000,0.084157,0.000000
40.100,0.420783,0.420783,0.000138,0.000000,0.084157,0.000000
40.150,0.420783,0.420783,0.000137,0.000000,0.084157,0.000000
40.200,0.420783,0.420783,0.000136,0.000000,0.084157,0.000000
40.250,0.420783,0.420783,0.000134,0.000000,0.084157,0.000000
40.300,0.420783,0.420783,0.000133,0.000000,0.084157,0.000000
40.350,0.420783,0.420783,0.000132,0.000000,0.084157,0.000000
40.400,0.420783,0.420783,0.000130,0.000000,0.084157,0.000000
40.450,0.420783,0.420783,0.000129,0.000000,0.084157,0.000000
40.500,0.420783,0.420783,0.000128,0.000000,0.084157,0.000000
40.550,0.420783,0.420783,0.000126,0.000000,0.084157,0.000000
40.600,0.420783,0.420783,0.000125,0.000000,0.084157,0.000000
40.650,0.420783,0.420783,0.000124,0.000000,0.084157,0.000000
40.700,0.420783,0.420783,0.000123,0.000000,0.084157,0.000000
40.750,0.420783,0.420783,0.000121,0.000000,0.084157,0.000000
40.800,0.420783,0.420783,0.000120,0.000000,0.084157,0.000000
40.850,0.420783,0.420783,0.000119,0.000000,0.084157,0.000000
40.900,0.420783,0.420783,0.000118,0.000000,0.084157,0.000000
40.950,0.420783,0.420783,0.000117,0.000000,0.084157,0.000000
41.000,0.420783,0.420783,0.000116,0.000000,0.084157,0.000000
41.050,0.420783,0.420783,0.000114,0.000000,0.084157,0.000000
41.100,0.420783,0.420783,0.000113,0.000000,0.084157,0.000000
41.150,0.420783,0.420783,0.000112,0.000000,0.084157,0.000000
41.200,0.420783,0.420783,0.000111,0.000000,0.084157,0.000000
41.250,0.420783,0.420783,0.000110,0.000000,0.084157,0.000000
41.300,0.420783,0.420783,0.000109,0.000000,0.084157,0.000000
41.350,0.420783,0.420783,0.000108,0.000000,0.084157,0.000000
41.400,0.420783,0.420783,0.000107,0.000000,0.084157,0.000000
41.450,0.420783,0.420783,0.000106,0.000000,0.084157,0.000000
41.500,0.420783,0.420783,0.000105,0.000000,0.084157,0.000000
41.550,0.420783,0.420783,0.000104,0.000000,0.084157,0.000000
41.600,0.420783,0.420783,0.000103,0.000000,0.084157,0.000000
41.650,0.420783,0.420783,0.000101,0.000000,0.084157,0.000000
41.700,0.420783,0.420783,0.000100,0.000000,0.084157,0.000000
41.750,0.420783,0.420783,0.000099,0.000000,0.084157,0.000000
41.800,0.420783,0.420783,0.000098,0.000000,0.084157,0.000000
41.850,0.420783,0.420783,0.000098,0.000000,0.084157,0.000000
41.900,0.420783,0.420783,0.000097,0.000000,0.084157,0.000000
41.950,0.420783,0.420783,0.000096,0.000000,0.084157,0.000000
42.000,0.420783,0.420783,0.000095,0.000000,0.084157,0.000000
42.050,0.420783,0.420783,0.000094,0.000000,0.084157,0.000000
42.100,0.420783,0.420783,0.000093,0.000000,0.084157,0.000000
42.150,0.420783,0.420783,0.000092,0.000000,0.084157,0.000000
42.200,0.420783,0.420783,0.000091,0.000000,0.084157,0.000000
42.250,0.420783,0.420783,0.000090,0.000000,0.084157,0.000000
42.300,0.420783,0.420783,0.000089,0.000000,0.084157,0.000000
42.350,0.420783,0.420783,0.000088,0.000000,0.084157,0.000000
42.400,0.420783,0.420783,0.000087,0.000000,0.084157,0.000000
42.450,0.420783,0.420783,0.000086,0.000000,0.084157,0.000000
42.500,0.420783,0.420783,0.000086,0.000000,0.084157,0.000000
42.550,0.420783,0.420783,0.000085,0.000000,0.084157,0.000000
42.600,0.420783,0.420783,0.000084,0.000000,0.084157,0.000000
42.650,0.420783,0.420783,0.000083,0.000000,0.084157,0.000000
42.700,0.420783,0.420783,0.000082,0.000000,0.084157,0.000000
42.750,0.420783,0.420783,0.000081,0.000000,0.084157,0.000000
42.800,0.420783,0.420783,0.000081,0.000000,0.084157,0.000000
42.850,0.420783,0.420783,0.000080,0.000000,0.084157,0.000000
42.900,0.420783,0.420783,0.000079,0.000000,0.084157,0.000000
42.950,0.420783,0.420783,0.000078,0.000000,0.084157,0.000000
43.000,0.420783,0.420783,0.000077,0.000000,0.084157,0.000000
43.050,0.420783,0.420783,0.000077,0.000000,0.084157,0.000000
43.100,0.420783,0.420783,0.000076,0.000000,0.084157,0.000000
43.150,0.420783,0.420783,0.000075,0.000000,0.084157,0.000000
43.200,0.420783,0.420783,0.000074,0.000000,0.084157,0.000000
43.250,0.420783,0.420783,0.000074,0.000000,0.084157,0.000000
43.300,0.420783,0.420783,0.000073,0.000000,0.084157,0.000000
43.350,0.420783,0.420783,0.000072,0.000000,0.084157,0.000000
43.400,0.420783,0.420783,0.000072,0.000000,0.084157,0.000000
43.450,0.420783,0.420783,0.000071,0.000000,0.084157,0.000000
43.500,0.420783,0.420783,0.000070,0.000000,0.084157,0.000000
43.550,0.420783,0.420783,0.000069,0.000000,0.084157,0.000000
43.600,0.420783,0.420783,0.000069,0.000000,0.084157,0.000000
43.650,0.420783,0.420783,0.000068,0.000000,0.084157,0.000000
43.700,0.420783,0.420783,0.000067,0.000000,0.084157,0.000000
43.750,0.420783,0.420783,0.000067,0.000000,0.084157,0.000000
43.800,0.420783,0.420783,0.000066,0.000000,0.084157,0.000000
43.850,0.420783,0.420783,0.000065,0.000000,0.084157,0.000000
43.900,0.420783,0.420783,0.000065,0.000000,0.084157,0.000000
43.950,0.420783,0.420783,0.000064,0.000000,0.084157,0.000000
44.000,0.420783,0.420783,0.000063,0.000000,0.084157,0.000000
44.050,0.420783,0.420783,0.000063,0.000000,0.084157,0.000000
44.100,0.420783,0.420783,0.000062,0.000000,0.084157,0.000000
44.150,0.420783,0.420783,0.000062,0.000000,0.084157,0.000000
44.200,0.420783,0.420783,0.000061,0.000000,0.084157,0.000000
44.250,0.420783,0.420783,0.000060,0.000000,0.084157,0.000000
44.300,0.420783,0.420783,0.000060,0.000000,0.084157,0.000000
44.350,0.420783,0.420783,0.000059,0.000000,0.084157,0.000000
44.400,0.420783,0.420783,0.000059,0.000000,0.084157,0.000000
44.450,0.420783,0.420783,0.000058,0.000000,0.084157,0.000000
44.500,0.420783,0.420783,0.000057,0.000000,0.084157,0.000000
44.550,0.420783,0.420783,0.000057,0.000000,0.084157,0.000000
44.600,0.420783,0.420783,0.000056,0.000000,0.084157,0.000000
44.650,0.420783,0.420783,0.000056,0.000000,0.084157,0.000000
44.700,0.420783,0.420783,0.000055,0.000000,0.084157,0.000000
44.750,0.420783,0.420783,0.000055,0.000000,0.084157,0.000000
44.800,0.420783,0.420783,0.000054,0.000000,0.084157,0.000000
44.850,0.420783,0.420783,0.000054,0.000000,0.084157,0.000000
44.900,0.420783,0.420783,0.000053,0.000000,0.084157,0.000000
44.950,0.420783,0.420783,0.000052,0.000000,0.084157,0.000000
45.000,0.420783,0.420783,0.000052,0.000000,0.084157,0.000000
45.050,0.420783,0.420783,0.000051,0.000000,0.084157,0.000000
45.100,0.420783,0.420783,0.000051,0.000000,0.084157,0.000000
45.150,0.420783,0.420783,0.000050,0.000000,0.084157,0.000000
45.200,0.420783,0.420783,0.000050,0.000000,0.084157,0.000000
45.250,0.420783,0.420783,0.000049,0.000000,0.084157,0.000000
45.300,0.420783,0.420783,0.000049,0.000000,0.084157,0.000000
45.350,0.420783,0.420783,0.000048,0.000000,0.084157,0.000000
45.400,0.420783,0.420783,0.000048,0.000000,0.084157,0.000000
45.450,0.420783,0.420783,0.000047,0.000000,0.084157,0.000000
45.500,0.420783,0.420783,0.000047,0.000000,0.084157,0.000000
45.550,0.420783,0.420783,0.000047,0.000000,0.084157,0.000000
45.600,0.420783,0.420783,0.000046,0.000000,0.084157,0.000000
45.650,0.420783,0.420783,0.000046,0.000000,0.084157,0.000000
45.700,0.420783,0.420783,0.000045,0.000000,0.084157,0.000000
45.750,0.420783,0.420783,0.000045,0.000000,0.084157,0.000000
45.800,0.420783,0.420783,0.000044,0.000000,0.084157,0.000000
45.850,0.420783,0.420783,0.000044,0.000000,0.084157,0.000000
45.900,0.420783,0.420783,0.000043,0.000000,0.084157,0.000000
45.950,0.420783,0.420783,0.000043,0.000000,0.084157,0.000000
46.000,0.420783,0.420783,0.000043,0.000000,0.084157,0.000000
46.050,0.420783,0.420783,0.000042,0.000000,0.084157,0.000000
46.100,0.420783,0.420783,0.000042,0.000000,0.084157,0.000000
46.150,0.420783,0.420783,0.000041,0.000000,0.084157,0.000000
46.200,0.420783,0.420783,0.000041,0.000000,0.084157,0.000000
46.250,0.420783,0.420783,0.000040,0.000000,0.084157,0.000000
46.300,0.420783,0.420783,0.000040,0.000000,0.084157,0.000000
46.350,0.420783,0.420783,0.000040,0.000000,0.084157,0.000000
46.400,0.420783,0.420783,0.000039,0.000000,0.084157,0.000000
46.450,0.420783,0.420783,0.000039,0.000000,0.084157,0.000000
46.500,0.420783,0.420783,0.000038,0.000000,0.084157,0.000000
46.550,0.420783,0.420783,0.000038,0.000000,0.084157,0.000000
46.600,0.420783,0.420783,0.000038,0.000000,0.084157,0.000000
46.650,0.420783,0.420783,0.000037,0.000000,0.084157,0.000000
46.700,0.420783,0.420783,0.000037,0.000000,0.084157,0.000000
46.750,0.420783,0.420783,0.000037,0.000000,0.084157,0.000000
46.800,0.420783,0.420783,0.000036,0.000000,0.084157,0.000000
46.850,0.420783,0.420783,0.000036,0.000000,0.084157,0.000000
46.900,0.420783,0.420783,0.000036,0.000000,0.084157,0.000000
46.950,0.420783,0.420783,0.000035,0.000000,0.084157,0.000000
47.000,0.420783,0.420783,0.000035,0.000000,0.084157,0.000000
47.050,0.420783,0.420783,0.000034,0.000000,0.084157,0.000000
47.100,0.420783,0.420783,0.000034,0.000000,0.084157,0.000000
47.150,0.420783,0.420783,0.000034,0.000000,0.084157,0.000000
47.200,0.420783,0.420783,0.000033,0.000000,0.084157,0.000000
47.250,0.420783,0.420783,0.000033,0.000000,0.084157,0.000000
47.300,0.420783,0.420783,0.000033,0.000000,0.084157,0.000000
47.350,0.420783,0.420783,0.000032,0.000000,0.084157,0.000000
47.400,0.420783,0.420783,0.000032,0.000000,0.084157,0.000000
47.450,0.420783,0.420783,0.000032,0.000000,0.084157,0.000000
47.500,0.420783,0.420783,0.000031,0.000000,0.084157,0.000000
47.550,0.420783,0.420783,0.000031,0.000000,0.084157,0.000000
47.600,0.420783,0.420783,0.000031,0.000000,0.084157,0.000000
47.650,0.420783,0.420783,0.000031,0.000000,0.084157,0.000000
47.700,0.420783,0.420783,0.000030,0.000000,0.084157,0.000000
47.750,0.420783,0.420783,0.000030,0.000000,0.084157,0.000000
47.800,0.420783,0.420783,0.000030,0.000000,0.084157,0.000000
47.850,0.420783,0.420783,0.000029,0.000000,0.084157,0.000000
47.900,0.420783,0.420783,0.000029,0.000000,0.084157,0.000000
47.950,0.420783,0.420783,0.000029,0.000000,0.084157,0.000000
48.000,0.420783,0.420783,0.000028,0.000000,0.084157,0.000000
48.050,0.420783,0.420783,0.000028,0.000000,0.084157,0.000000
48.100,0.420783,0.420783,0.000028,0.000000,0.084157,0.000000
48.150,0.420783,0.420783,0.000028,0.000000,0.084157,0.000000
48.200,0.420783,0.420783,0.000027,0.000000,0.084157,0.000000
48.250,0.420783,0.420783,0.000027,0.000000,0.084157,0.000000
48.300,0.420783,0.420783,0.000027,0.000000,0.084157,0.000000
48.350,0.420783,0.420783,0.000027,0.000000,0.084157,0.000000
48.400,0.420783,0.420783,0.000026,0.000000,0.084157,0.000000
48.450,0.420783,0.420783,0.000026,0.000000,0.084157,0.000000
48.500,0.420783,0.420783,0.000026,0.000000,0.084157,0.000000
48.550,0.420783,0.420783,0.000026,0.000000,0.084157,0.000000
48.600,0.420783,0.420783,0.000025,0.000000,0.084157,0.000000
48.650,0.420783,0.420783,0.000025,0.000000,0.084157,0.000000
48.700,0.420783,0.420783,0.000025,0.000000,0.084157,0.000000
48.750,0.420783,0.420783,0.000025,0.000000,0.084157,0.000000
48.800,0.420783,0.420783,0.000024,0.000000,0.084157,0.000000
48.850,0.420783,0.420783,0.000024,0.000000,0.084157,0.000000
48.900,0.420783,0.420783,0.000024,0.000000,0.084157,0.000000
48.950,0.420783,0.420783,0.000024,0.000000,0.084157,0.000000
49.000,0.420783,0.420783,0.000023,0.000000,0.084157,0.000000
49.050,0.420783,0.420783,0.000023,0.000000,0.084157,0.000000
49.100,0.420783,0.420783,0.000023,0.000000,0.084157,0.000000
49.150,0.420783,0.420783,0.000023,0.000000,0.084157,0.000000
49.200,0.420783,0.420783,0.000022,0.000000,0.084157,0.000000
49.250,0.420783,0.420783,0.000022,0.000000,0.084157,0.000000
49.300,0.420783,0.420783,0.000022,0.000000,0.084157,0.000000
49.350,0.420783,0.420783,0.000022,0.000000,0.084157,0.000000
49.400,0.420783,0.420783,0.000022,0.000000,0.084157,0.000000
49.450,0.420783,0.420783,0.000021,0.000000,0.084157,0.000000
49.500,0.420783,0.420783,0.000021,0.000000,0.084157,0.000000
49.550,0.420783,0.420783,0.000021,0.000000,0.084157,0.000000
49.600,0.420783,0.420783,0.000021,0.000000,0.084157,0.000000
49.650,0.420783,0.420783,0.000020,0.000000,0.084157,0.000000
49.700,0.420783,0.420783,0.000020,0.000000,0.084157,0.000000
49.750,0.420783,0.420783,0.000020,0.000000,0.084157,0.000000
49.800,0.420783,0.420783,0.000020,0.000000,0.084157,0.000000
49.850,0.420783,0.420783,0.000020,0.000000,0.084157,0.000000
49.900,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
49.950,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
50.000,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
50.050,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
50.100,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
50.150,0.420783,0.420783,0.000019,0.000000,0.084157,0.000000
50.200,0.420783,0.420783,0.000018,0.000000,0.084157,0.000000
50.250,0.420783,0.420783,0.000018,0.000000,0.084157,0.000000
50.300,0.420783,0.420783,0.000018,0.000000,0.084157,0.000000
50.350,0.420783,0.420783,0.000018,0.000000,0.084157,0.000000
50.400,0.420783,0.420783,0.000018,0.000000,0.084157,0.000000
50.450,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.500,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.550,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.600,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.650,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.700,0.420783,0.420783,0.000017,0.000000,0.084157,0.000000
50.750,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
50.800,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
50.850,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
50.900,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
50.950,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
51.000,0.420783,0.420783,0.000016,0.000000,0.084157,0.000000
51.050,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.100,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.150,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.200,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.250,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.300,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.350,0.420783,0.420783,0.000015,0.000000,0.084157,0.000000
51.400,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.450,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.500,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.550,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.600,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.650,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.700,0.420783,0.420783,0.000014,0.000000,0.084157,0.000000
51.750,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
51.800,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
51.850,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
51.900,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
51.950,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
52.000,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
52.050,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
52.100,0.420783,0.420783,0.000013,0.000000,0.084157,0.000000
52.150,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.200,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.250,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.300,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.350,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.400,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.450,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.500,0.420783,0.420783,0.000012,0.000000,0.084157,0.000000
52.550,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.600,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.650,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.700,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.750,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.800,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.850,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.900,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
52.950,0.420783,0.420783,0.000011,0.000000,0.084157,0.000000
53.000,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.050,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.100,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.150,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.200,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.250,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.300,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.350,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.400,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.450,0.420783,0.420783,0.000010,0.000000,0.084157,0.000000
53.500,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.550,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.600,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.650,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.700,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.750,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.800,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.850,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.900,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
53.950,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
54.000,0.420783,0.420783,0.000009,0.000000,0.084157,0.000000
54.050,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.100,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.150,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.200,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.250,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.300,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.350,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.400,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.450,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.500,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.550,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.600,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.650,0.420783,0.420783,0.000008,0.000000,0.084157,0.000000
54.700,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
54.750,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
54.800,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
54.850,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
54.900,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
54.950,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.000,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.050,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.100,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.150,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.200,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.250,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.300,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.350,0.420783,0.420783,0.000007,0.000000,0.084157,0.000000
55.400,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.450,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.500,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.550,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.600,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.650,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.700,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.750,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.800,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.850,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.900,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
55.950,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.000,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.050,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.100,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.150,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.200,0.420783,0.420783,0.000006,0.000000,0.084157,0.000000
56.250,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.300,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.350,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.400,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.450,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.500,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.550,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.600,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.650,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.700,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.750,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.800,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.850,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.900,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
56.950,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.000,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.050,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.100,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.150,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.200,0.420783,0.420783,0.000005,0.000000,0.084157,0.000000
57.250,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.300,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.350,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.400,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.450,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.500,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.550,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.600,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.650,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.700,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.750,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.800,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.850,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.900,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
57.950,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.000,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.050,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.100,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.150,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.200,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.250,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
58.300,0.420783,0.420783,0.000004,0.000000,0.084157,0.000000
